,gender,age,gross_income,segment,num_credit_cards,tiprel_1mes,ind_actividad_cliente,num_Products,num_loans,duration
25339,M,40 years,$ 183383.7,Individuals,0,A,1,3,0,4465
25340,M,38 years,$ 197798.37,Individuals,0,I,0,1,0,4307
25341,M,26 years,$ 38902.74,College_Graduated,0,A,1,1,0,1822
25342,M,60 years,$ 273269.76,Individuals,0,I,0,1,0,5634
25343,M,43 years,$ 227581.17,Individuals,1,A,1,5,0,5795
25344,F,55 years,$ 49460.52,Individuals,0,I,0,0,0,6152
25345,F,27 years,$ 116287.56,College_Graduated,0,I,0,1,0,1069
25346,M,45 years,$ 126788.79,Individuals,0,A,1,2,0,4149
25347,F,60 years,$ 97876.08,Individuals,0,A,0,0,0,4909
25348,F,40 years,$ 22415.94,Individuals,0,A,1,2,0,5357
25349,M,47 years,$ 32701.17,Individuals,0,A,1,1,0,2965
25350,F,33 years,$ 138703.89,Individuals,0,A,1,3,0,1446
25351,M,57 years,$ 120954.42,Individuals,0,A,0,2,0,5115
25352,F,43 years,$ 178995.39,Individuals,0,A,1,4,0,5532
25353,F,40 years,$ 62680.74,Individuals,1,A,1,7,0,2370
25354,F,36 years,$ 158670.3,Individuals,1,A,1,4,0,4014
25355,F,40 years,$ 47724.75,Individuals,0,A,1,4,0,1762
25356,F,51 years,$ 158359.83,Individuals,1,A,1,5,0,6624
25357,M,24 years,$ 86250.42,College_Graduated,0,I,0,1,0,1535
25358,F,21 years,$ 91344.39,College_Graduated,0,I,0,0,0,776
25359,F,33 years,$ 197859.24,Individuals,1,A,1,3,0,1441
25360,F,48 years,$ 98131.41,Individuals,0,A,1,3,0,4799
25361,M,47 years,$ 107053.92,Individuals,0,A,1,2,0,402
25362,F,26 years,$ 30732.0,College_Graduated,0,I,0,1,0,1511
25363,M,27 years,$ 64096.02,College_Graduated,0,I,0,1,0,1374
25364,F,40 years,$ 182586.45,Individuals,0,I,0,0,0,3265
25365,M,53 years,$ 121154.64,Individuals,0,A,1,3,0,3654
25366,M,24 years,$ 237912.09,College_Graduated,0,I,0,1,0,1126
25367,F,42 years,$ 154762.98,Individuals,0,A,0,1,0,5239
25368,F,63 years,$ 96102.21,Individuals,0,A,1,2,0,1117
25369,M,44 years,$ 185601.54,Individuals,0,A,1,1,0,1811
25370,M,20 years,$ 57824.25,College_Graduated,0,I,0,1,0,381
25371,F,24 years,$ 124905.06,College_Graduated,0,I,0,1,0,1014
25372,M,53 years,$ 114181.65,Individuals,0,I,1,1,0,2920
25373,F,87 years,$ 54063.75,Individuals,0,I,0,0,0,5352
25374,F,39 years,$ 29278.2,Individuals,1,A,1,8,0,5676
25375,F,79 years,$ 85505.16,Individuals,0,A,1,2,0,5190
25376,F,49 years,$ 269658.54,Individuals,0,I,0,1,0,3565
25377,M,66 years,$ 202049.91,Individuals,0,I,0,0,0,5885
25378,M,24 years,$ 86667.87,College_Graduated,0,I,0,1,0,1402
25379,F,39 years,$ 103934.22,Individuals,0,A,1,8,0,4538
25380,F,21 years,$ 261732.69,College_Graduated,0,I,0,1,0,1026
25381,F,29 years,$ 140479.35,College_Graduated,0,I,0,1,0,1801
25382,F,77 years,$ 415320.57,Individuals,0,A,1,1,0,5368
25383,M,38 years,$ 174723.72,Individuals,0,A,1,1,0,3504
25384,M,84 years,$ 129438.12,VIP,0,A,1,2,0,4063
25385,M,24 years,$ 28653.9,College_Graduated,0,I,0,1,0,1503
25386,F,56 years,$ 102385.23,Individuals,1,A,1,8,0,5981
25387,F,50 years,$ 70574.88,Individuals,0,A,1,4,0,6618
25388,F,20 years,$ 93709.23,College_Graduated,0,I,1,1,0,368
25389,M,27 years,$ 38367.96,College_Graduated,0,I,0,1,0,1819
25390,F,54 years,$ 168514.83,Individuals,0,I,0,0,0,4554
25391,F,58 years,$ 73150.74,Individuals,0,A,1,2,0,3542
25392,M,25 years,$ 78613.83,College_Graduated,0,I,0,1,0,1795
25393,F,69 years,$ 199029.78,Individuals,1,A,1,1,0,6505
25394,F,37 years,$ 134009.91,Individuals,0,A,1,2,0,3218
25395,F,23 years,$ 39263.16,College_Graduated,0,A,1,2,0,1500
25396,M,23 years,$ 214085.76,College_Graduated,0,I,0,1,0,1460
25397,M,26 years,$ 68368.56,College_Graduated,0,I,0,1,0,1413
25398,M,73 years,$ 86266.89,Individuals,0,I,0,0,0,5316
25399,F,55 years,$ 74970.69,Individuals,0,A,1,4,0,3936
25400,F,82 years,$ 48149.43,Individuals,0,I,0,1,0,5192
25401,F,64 years,$ 70155.03,Individuals,0,I,0,0,0,1035
25402,F,24 years,$ 228112.65,College_Graduated,0,I,0,1,0,1747
25403,M,23 years,$ 50518.2,College_Graduated,0,I,0,1,0,1110
25404,F,38 years,$ 108689.1,Individuals,0,I,1,1,0,2872
25405,M,24 years,$ 57502.83,College_Graduated,0,I,0,1,0,797
25406,M,74 years,$ 319183.35,Individuals,0,A,1,2,0,6015
25407,F,62 years,$ 244266.78,Individuals,0,A,1,2,0,5669
25408,F,23 years,$ 39363.33,College_Graduated,0,I,0,1,0,1455
25409,M,19 years,$ 76521.09,Individuals,0,A,0,1,0,412
25410,M,22 years,$ 58598.4,College_Graduated,0,A,1,1,0,1153
25411,M,69 years,$ 210088.05,Individuals,0,I,0,0,0,3471
25412,F,21 years,$ 87868.41,College_Graduated,0,I,0,0,0,703
25413,F,49 years,$ 109176.69,Individuals,0,I,0,0,0,3368
25414,F,36 years,$ 68579.49,Individuals,0,A,1,1,0,3720
25415,F,20 years,$ 150333.84,College_Graduated,0,A,1,1,0,374
25416,M,20 years,$ 78087.54,College_Graduated,0,I,0,1,0,695
25417,F,32 years,$ 81513.36,College_Graduated,0,A,1,1,0,781
25418,M,25 years,$ 160563.33,College_Graduated,0,I,0,1,0,1080
25419,F,21 years,$ 203139.48,College_Graduated,0,I,0,1,0,676
25420,F,41 years,$ 103905.24,Individuals,0,A,1,1,0,1270
25421,F,22 years,$ 158794.86,College_Graduated,0,I,0,1,0,1144
25422,M,37 years,$ 68304.15,Individuals,0,I,0,1,0,4726
25423,F,42 years,$ 108111.96,VIP,1,A,1,6,0,5932
25424,F,46 years,$ 101832.33,VIP,1,A,1,6,0,5420
25425,M,20 years,$ 66872.67,College_Graduated,0,A,1,1,0,376
25426,F,22 years,$ 101220.87,College_Graduated,0,I,0,1,0,1131
25427,M,40 years,$ 59795.88,Individuals,0,A,1,2,0,5438
25428,F,32 years,$ 66137.73,College_Graduated,0,I,0,1,0,1388
25429,M,42 years,$ 97900.38,Individuals,0,I,1,2,0,5645
25430,M,22 years,$ 40087.14,College_Graduated,0,I,0,1,0,1144
25431,F,20 years,$ 118580.88,College_Graduated,0,I,0,1,0,425
25432,M,32 years,$ 30433.95,College_Graduated,0,I,0,1,0,1538
25433,M,37 years,$ 59654.22,Individuals,0,A,1,2,0,4990
25434,F,49 years,$ 147440.76,Individuals,0,I,0,0,0,6425
25435,M,91 years,$ 118169.25,Individuals,0,I,0,1,0,4366
25436,F,82 years,$ 416719.71,Individuals,0,A,1,2,0,5358
25437,F,27 years,$ 120888.87,College_Graduated,0,I,1,1,0,600
25438,F,32 years,$ 77358.9,Individuals,0,I,0,1,0,628
25439,M,20 years,$ 85686.24,College_Graduated,0,A,1,1,0,649
25440,M,23 years,$ 78247.77,College_Graduated,0,I,0,0,0,1427
25441,F,32 years,$ 51084.18,College_Graduated,0,I,0,1,0,1740
25442,F,21 years,$ 104076.36,College_Graduated,0,I,0,1,0,732
25443,F,34 years,$ 76274.79,Individuals,0,A,1,1,0,950
25444,M,40 years,$ 169610.22,Individuals,0,A,1,2,0,3141
25445,F,41 years,$ 49445.88,Individuals,0,A,1,1,0,804
25446,F,60 years,$ 70177.62,Individuals,0,A,1,7,0,2608
25447,F,51 years,$ 112578.33,Individuals,0,A,1,6,0,5889
25448,F,24 years,$ 122224.02,College_Graduated,0,I,0,1,0,1775
25449,F,24 years,$ 110254.35,College_Graduated,0,I,0,0,0,1003
25450,F,51 years,$ 67732.95,Individuals,0,I,0,1,0,6058
25451,F,55 years,$ 119708.4,Individuals,0,I,0,0,0,3343
25452,F,36 years,$ 64041.87,VIP,0,A,1,1,0,4035
25453,F,25 years,$ 50800.11,College_Graduated,0,I,0,1,0,1517
25454,M,44 years,$ 104352.63,Individuals,0,A,1,2,0,4448
25455,F,43 years,$ 75517.2,Individuals,0,I,0,2,0,3712
25456,M,30 years,$ 93769.38,College_Graduated,0,A,1,2,0,795
25457,F,55 years,$ 59028.18,Individuals,0,A,1,2,0,5683
25458,F,39 years,$ 91118.43,Individuals,0,A,0,1,0,3903
25459,F,28 years,$ 56356.95,College_Graduated,0,A,1,1,0,1735
25460,M,50 years,$ 136899.36,Individuals,0,A,1,3,0,6757
25461,F,62 years,$ 68305.83,Individuals,0,I,0,0,0,2102
25462,F,36 years,$ 49185.24,Individuals,0,I,0,0,0,881
25463,M,23 years,$ 94427.79,College_Graduated,0,A,1,2,0,1509
25464,F,44 years,$ 181903.89,Individuals,0,I,1,1,0,4044
25465,M,39 years,$ 118658.82,Individuals,0,A,1,3,0,3147
25466,F,31 years,$ 76366.62,College_Graduated,0,A,1,1,0,1125
25467,F,39 years,$ 126453.87,Individuals,0,A,1,2,0,3603
25468,M,21 years,$ 59403.21,College_Graduated,0,I,0,0,0,724
25469,F,40 years,$ 58868.28,VIP,0,A,1,3,0,1299
25470,M,22 years,$ 149892.48,College_Graduated,0,I,0,1,0,712
25471,F,39 years,$ 56126.85,Individuals,0,A,1,1,0,1459
25472,M,41 years,$ 142882.89,Individuals,0,I,0,0,0,2864
25473,M,53 years,$ 130835.64,VIP,1,A,1,8,0,7454
25474,M,21 years,$ 53537.94,College_Graduated,0,A,1,1,0,396
25475,F,34 years,$ 290066.31,Individuals,0,A,1,3,0,1921
25476,M,45 years,$ 70549.35,Individuals,0,A,1,2,0,5304
25477,M,46 years,$ 109981.53,Individuals,0,I,0,1,0,6841
25478,M,36 years,$ 142175.1,Individuals,0,A,1,1,0,685
25479,F,87 years,$ 63047.1,Individuals,0,I,0,1,0,5547
25480,F,63 years,$ 54102.09,Individuals,1,A,1,4,0,5710
25481,F,50 years,$ 179052.0,Individuals,1,A,1,7,0,6817
25482,F,41 years,$ 200103.54,Individuals,0,I,0,1,0,5115
25483,M,20 years,$ 81217.92,College_Graduated,0,A,1,1,0,716
25484,F,45 years,$ 69065.49,Individuals,0,A,1,2,0,2351
25485,F,48 years,$ 63744.96,Individuals,0,A,1,1,0,4842
25486,F,33 years,$ 42264.45,Individuals,0,A,1,1,0,514
25487,M,22 years,$ 107047.92,College_Graduated,0,I,0,1,0,1053
25488,F,24 years,$ 57791.82,College_Graduated,0,I,0,1,0,1507
25489,F,31 years,$ 97444.41,College_Graduated,0,A,1,1,0,1448
25490,M,102 years,$ 201129.69,Individuals,0,A,0,0,0,6197
25491,F,37 years,$ 51618.0,Individuals,0,A,1,2,0,5337
25492,F,64 years,$ 228253.65,Individuals,0,I,0,0,0,2330
25493,F,42 years,$ 69386.52,Individuals,0,I,0,0,0,4300
25494,M,53 years,$ 69166.65,Individuals,0,A,1,1,0,2374
25495,M,63 years,$ 134639.76,Individuals,0,I,0,1,0,6326
25496,M,22 years,$ 56060.43,College_Graduated,0,I,0,1,0,789
25497,F,59 years,$ 74648.55,Individuals,0,I,1,2,0,2886
25498,F,29 years,$ 187437.18,College_Graduated,0,I,0,1,0,1770
25499,F,41 years,$ 85898.1,Individuals,0,A,1,1,0,657
25500,F,47 years,$ 187960.95,Individuals,1,A,1,3,0,6871
25501,F,52 years,$ 88158.36,Individuals,0,A,0,1,0,6176
25502,F,38 years,$ 22872.09,Individuals,0,A,1,3,0,1427
25503,M,42 years,$ 94535.46,Individuals,0,I,0,1,0,1097
25504,M,50 years,$ 144593.49,Individuals,0,I,0,1,0,3735
25505,M,25 years,$ 62373.03,College_Graduated,0,I,0,1,0,1388
25506,M,47 years,$ 89061.36,Individuals,0,A,1,1,0,1241
25507,M,25 years,$ 36714.84,College_Graduated,0,I,0,1,0,1503
25508,F,28 years,$ 49586.55,College_Graduated,0,I,0,1,0,1801
25509,F,55 years,$ 135602.01,VIP,0,A,1,6,0,4638
25510,F,24 years,$ 100098.66,College_Graduated,0,I,0,1,0,1522
25511,F,46 years,$ 359487.9,VIP,1,A,1,3,0,971
25512,M,49 years,$ 45653.16,Individuals,0,I,0,1,0,6519
25513,M,51 years,$ 189455.16,Individuals,0,A,1,5,0,404
25514,M,65 years,$ 134080.74,VIP,0,A,1,4,0,3953
25515,F,26 years,$ 73427.79,College_Graduated,0,A,1,1,0,1507
25516,M,22 years,$ 88099.8,College_Graduated,0,I,0,1,0,1081
25517,M,25 years,$ 43501.8,College_Graduated,0,I,0,1,0,1069
25518,M,24 years,$ 121039.44,College_Graduated,0,I,0,1,0,1454
25519,F,26 years,$ 108796.98,College_Graduated,0,A,1,1,0,1792
25520,M,24 years,$ 26580.12,College_Graduated,0,I,0,1,0,1448
25521,F,20 years,$ 163357.47,College_Graduated,0,A,1,1,0,422
25522,M,45 years,$ 224532.69,Individuals,0,A,0,1,0,7227
25523,F,38 years,$ 186587.07,Individuals,0,A,1,6,0,4982
25524,F,41 years,$ 277238.19,VIP,0,A,1,1,0,4500
25525,M,24 years,$ 59215.56,College_Graduated,0,I,0,1,0,1446
25526,M,25 years,$ 129016.41,College_Graduated,0,A,1,1,0,727
25527,M,10 years,$ 105110.73,Individuals,0,A,1,1,0,3394
25528,M,43 years,$ 68744.73,Individuals,0,A,1,4,0,1095
25529,M,45 years,$ 76479.9,Individuals,0,A,1,1,0,1574
25530,M,47 years,$ 52132.35,Individuals,0,I,0,0,0,1369
25531,M,24 years,$ 71623.05,College_Graduated,0,I,0,0,0,1864
25532,F,45 years,$ 125597.88,Individuals,0,I,0,2,0,5479
25533,F,21 years,$ 103694.76,College_Graduated,0,I,0,1,0,716
25534,M,44 years,$ 177644.88,Individuals,0,I,0,1,0,5328
25535,F,48 years,$ 117639.66,Individuals,0,A,1,3,0,1747
25536,F,43 years,$ 82264.74,Individuals,0,I,0,0,0,3976
25537,F,23 years,$ 85225.14,College_Graduated,0,I,0,1,0,1782
25538,M,47 years,$ 58172.46,Individuals,0,A,1,1,0,597
25539,F,29 years,$ 87381.69,College_Graduated,0,I,0,0,0,1013
25540,F,36 years,$ 34010.85,Individuals,0,I,0,0,0,983
25541,F,22 years,$ 182076.36,College_Graduated,0,I,0,1,0,727
25542,F,49 years,$ 162235.47,VIP,0,A,1,3,0,5631
25543,F,56 years,$ 85750.26,VIP,0,A,1,9,0,5659
25544,F,22 years,$ 48310.86,College_Graduated,0,I,0,1,0,1146
25545,F,22 years,$ 118511.88,College_Graduated,0,A,1,2,0,3752
25546,F,45 years,$ 185481.93,Individuals,0,A,1,2,0,578
25547,F,27 years,$ 230078.1,Individuals,0,A,1,1,0,1192
25548,M,62 years,$ 136331.61,Individuals,0,I,0,1,0,2791
25549,F,22 years,$ 96190.98,College_Graduated,0,I,0,1,0,1392
25550,M,66 years,$ 249171.0,VIP,0,A,1,3,0,1586
25551,F,37 years,$ 81995.52,Individuals,0,A,1,2,0,1158
25552,M,20 years,$ 115504.77,College_Graduated,0,A,1,1,0,725
25553,M,36 years,$ 85245.06,Individuals,0,A,1,2,0,809
25554,F,23 years,$ 20764.02,College_Graduated,0,I,0,0,0,667
25555,F,61 years,$ 200469.84,VIP,0,A,1,8,0,5661
25556,M,48 years,$ 214814.07,Individuals,0,I,0,0,0,2125
25557,F,60 years,$ 66834.66,Individuals,0,A,1,2,0,4101
25558,M,63 years,$ 117857.28,Individuals,0,I,0,0,0,2237
25559,F,53 years,$ 85436.25,VIP,1,A,1,3,0,3174
25560,F,55 years,$ 331918.08,Individuals,0,I,0,1,0,6533
25561,M,24 years,$ 33941.52,College_Graduated,0,I,0,1,0,1522
25562,M,30 years,$ 68088.39,College_Graduated,0,A,1,2,0,1349
25563,M,59 years,$ 1275190.65,VIP,1,A,1,12,0,7186
25564,M,42 years,$ 53663.13,Individuals,0,I,0,1,0,2877
25565,F,42 years,$ 30981.33,Individuals,0,A,1,3,0,5349
25566,M,24 years,$ 75640.71,College_Graduated,0,I,0,2,0,1811
25567,F,21 years,$ 15315.57,College_Graduated,0,A,0,1,0,782
25568,F,53 years,$ 95259.3,Individuals,0,I,0,2,0,3860
25569,F,24 years,$ 173245.44,College_Graduated,0,I,0,1,0,1438
25570,F,47 years,$ 103126.8,Individuals,0,A,1,4,0,3973
25571,F,51 years,$ 98241.72,Individuals,0,A,1,3,0,2405
25572,F,29 years,$ 48054.27,College_Graduated,0,I,0,1,0,1398
25573,M,22 years,$ 97700.49,College_Graduated,0,I,0,1,0,1151
25574,F,50 years,$ 48414.33,Individuals,0,I,0,0,0,580
25575,F,27 years,$ 21327.27,College_Graduated,0,A,1,1,0,783
25576,F,23 years,$ 119941.38,College_Graduated,0,I,1,1,0,1460
25577,M,57 years,$ 132555.21,VIP,0,A,1,2,0,3245
25578,F,66 years,$ 437348.46,Individuals,0,I,0,1,0,3681
25579,F,37 years,$ 58907.31,Individuals,0,A,1,2,0,814
25580,F,25 years,$ 80892.51,College_Graduated,0,I,0,1,0,1872
25581,M,43 years,$ 155626.11,Individuals,0,A,1,5,0,5735
25582,F,48 years,$ 228135.69,Individuals,0,A,1,5,0,6814
25583,F,61 years,$ 70980.96,Individuals,0,A,1,1,0,1132
25584,M,45 years,$ 137808.03,Individuals,1,A,1,6,0,2498
25585,M,51 years,$ 200358.3,VIP,0,A,1,4,0,6282
25586,M,46 years,$ 105309.6,Individuals,0,A,1,1,0,908
25587,F,47 years,$ 91727.43,Individuals,0,I,0,0,0,5532
25588,M,67 years,$ 172575.99,Individuals,0,A,1,1,0,4521
25589,M,53 years,$ 236825.13,Individuals,0,A,1,2,0,740
25590,M,86 years,$ 150514.44,Individuals,0,I,0,0,0,1426
25591,M,24 years,$ 164949.9,College_Graduated,0,I,0,0,0,412
25592,M,80 years,$ 67749.51,VIP,0,A,1,2,0,6690
25593,F,25 years,$ 55307.07,Individuals,0,I,0,0,0,1063
25594,F,38 years,$ 88944.33,Individuals,0,A,1,1,0,5165
25595,F,38 years,$ 181042.2,Individuals,0,A,1,4,0,1392
25596,M,23 years,$ 183046.5,College_Graduated,0,I,0,1,0,1396
25597,F,22 years,$ 167962.08,College_Graduated,0,I,0,1,0,1038
25598,F,83 years,$ 76385.67,Individuals,0,A,1,2,0,5766
25599,F,53 years,$ 136021.23,Individuals,0,I,0,2,0,5546
25600,F,39 years,$ 578157.12,Individuals,0,A,1,2,0,2692
25601,F,48 years,$ 96378.54,Individuals,0,I,0,0,0,4686
25602,F,41 years,$ 107886.42,Individuals,0,I,1,1,0,5282
25603,M,51 years,$ 149437.11,Individuals,0,I,0,0,0,3177
25604,F,60 years,$ 111631.02,VIP,0,A,1,3,0,3264
25605,F,34 years,$ 63141.75,Individuals,0,I,0,0,0,559
25606,M,28 years,$ 77050.32,College_Graduated,0,I,0,1,0,1398
25607,M,24 years,$ 74301.57,College_Graduated,0,I,0,1,0,1825
25608,F,42 years,$ 186076.29,Individuals,0,A,1,3,0,4478
25609,M,22 years,$ 33449.04,College_Graduated,0,I,0,1,0,790
25610,F,21 years,$ 293096.22,College_Graduated,0,I,0,1,0,783
25611,M,23 years,$ 42692.64,College_Graduated,0,I,0,1,0,1790
25612,F,37 years,$ 39631.77,Individuals,0,A,1,2,0,1091
25613,F,21 years,$ 130895.31,College_Graduated,0,I,0,1,0,408
25614,F,39 years,$ 64332.45,Individuals,0,A,1,1,0,473
25615,F,25 years,$ 52152.09,College_Graduated,0,I,0,1,0,783
25616,F,55 years,$ 64583.34,Individuals,0,I,0,1,0,6355
25617,F,64 years,$ 174892.44,Individuals,0,A,1,2,0,5833
25618,F,38 years,$ 93924.57,Individuals,0,A,1,2,0,4618
25619,F,84 years,$ 155593.89,Individuals,0,I,1,2,0,5654
25620,F,37 years,$ 61678.83,Individuals,0,I,0,0,0,4317
25621,F,22 years,$ 83228.34,College_Graduated,0,A,1,1,0,1143
25622,M,25 years,$ 163884.6,College_Graduated,0,I,0,1,0,1446
25623,F,50 years,$ 183036.72,Individuals,0,A,1,2,0,6296
25624,F,34 years,$ 84625.05,Individuals,0,A,1,1,0,969
25625,M,40 years,$ 130473.66,Individuals,0,I,0,0,0,5743
25626,M,69 years,$ 69465.63,Individuals,0,I,0,1,0,3805
25627,M,21 years,$ 61842.69,College_Graduated,0,I,0,1,0,773
25628,F,80 years,$ 192904.59,Individuals,0,I,0,2,0,5990
25629,M,41 years,$ 158849.58,Individuals,0,A,1,1,0,2908
25630,M,21 years,$ 48947.37,College_Graduated,0,A,1,1,0,775
25631,F,44 years,$ 32910.81,Individuals,0,A,1,1,0,4636
25632,F,60 years,$ 121275.18,Individuals,0,A,1,1,0,4317
25633,F,37 years,$ 33972.72,Individuals,0,A,1,2,0,4077
25634,F,77 years,$ 51328.92,Individuals,0,A,0,1,0,6073
25635,F,47 years,$ 95618.4,Individuals,0,A,1,1,0,3534
25636,M,33 years,$ 195271.14,College_Graduated,0,A,1,2,0,2484
25637,F,25 years,$ 189914.64,College_Graduated,0,I,0,0,0,779
25638,M,24 years,$ 53550.69,College_Graduated,0,I,0,1,0,1452
25639,M,25 years,$ 65767.29,College_Graduated,0,I,0,1,0,1445
25640,F,35 years,$ 53608.14,Individuals,0,A,1,2,0,923
25641,M,63 years,$ 118384.95,Individuals,0,I,0,1,0,2651
25642,M,28 years,$ 87748.2,College_Graduated,0,A,0,0,0,1439
25643,F,27 years,$ 137742.36,Individuals,0,I,0,1,0,2900
25644,M,40 years,$ 236196.9,Individuals,0,A,1,5,0,3126
25645,F,51 years,$ 128660.46,Individuals,0,A,0,1,0,7565
25646,F,25 years,$ 110094.21,College_Graduated,0,I,1,1,0,1083
25647,M,77 years,$ 134331.93,Individuals,0,A,1,1,0,2677
25648,M,24 years,$ 131195.28,Individuals,0,A,1,4,0,772
25649,F,61 years,$ 275908.32,Individuals,0,A,1,4,0,4863
25650,F,45 years,$ 82276.26,Individuals,0,I,0,1,0,3841
25651,F,28 years,$ 49366.71,Individuals,0,A,1,4,0,440
25652,F,56 years,$ 86045.82,Individuals,0,I,1,2,0,5498
25653,M,56 years,$ 124422.3,VIP,0,A,1,4,0,3518
25654,F,40 years,$ 158686.47,Individuals,0,A,1,1,0,685
25655,M,54 years,$ 214681.17,Individuals,1,A,1,4,0,2890
25656,F,39 years,$ 116789.73,Individuals,0,A,1,2,0,3983
25657,M,38 years,$ 51539.52,Individuals,0,A,1,2,0,1630
25658,M,51 years,$ 165898.26,Individuals,0,I,0,0,0,5742
25659,F,37 years,$ 87076.86,Individuals,0,I,0,1,0,3149
25660,F,76 years,$ 222760.11,Individuals,0,A,1,4,0,6401
25661,F,52 years,$ 164251.68,Individuals,0,I,0,1,0,5900
25662,F,50 years,$ 80969.76,Individuals,0,I,0,0,0,3875
25663,M,62 years,$ 315146.46,Individuals,0,I,0,0,0,3651
25664,M,22 years,$ 54379.86,College_Graduated,0,I,0,1,0,731
25665,F,46 years,$ 175889.88,Individuals,0,I,0,1,0,4010
25666,M,74 years,$ 94432.95,Individuals,0,I,0,1,0,683
25667,F,57 years,$ 98594.85,Individuals,1,A,1,4,0,7597
25668,M,24 years,$ 125405.64,College_Graduated,0,I,0,1,0,1416
25669,M,40 years,$ 42641.79,Individuals,0,A,1,1,0,3637
25670,F,45 years,$ 91377.69,Individuals,0,A,1,2,0,4136
25671,M,23 years,$ 300597.69,College_Graduated,0,I,0,0,0,697
25672,M,35 years,$ 61748.28,Individuals,0,A,1,1,0,1418
25673,M,73 years,$ 73172.97,Individuals,0,A,1,2,0,5706
25674,M,22 years,$ 108433.89,College_Graduated,0,I,0,1,0,1153
25675,F,24 years,$ 85715.79,College_Graduated,0,A,0,1,0,716
25676,F,29 years,$ 112830.48,College_Graduated,0,I,0,1,0,1455
25677,M,22 years,$ 122448.75,Individuals,0,A,1,1,0,1203
25678,F,70 years,$ 81909.36,Individuals,0,I,0,1,0,3509
25679,F,24 years,$ 92465.01,College_Graduated,0,I,1,1,0,1899
25680,F,49 years,$ 153341.76,Individuals,0,A,1,3,0,5422
25681,F,63 years,$ 84190.83,Individuals,0,A,1,4,0,2909
25682,F,71 years,$ 139898.1,Individuals,0,A,0,1,0,4307
25683,F,42 years,$ 124575.81,Individuals,0,A,0,1,0,4716
25684,F,33 years,$ 57780.66,College_Graduated,0,I,0,1,0,705
25685,F,64 years,$ 164552.25,Individuals,0,I,0,0,0,6563
25686,F,41 years,$ 201205.26,Individuals,0,A,1,4,0,4303
25687,M,21 years,$ 68074.86,College_Graduated,0,I,0,1,0,685
25688,M,28 years,$ 43822.2,Individuals,0,A,1,1,0,712
25689,M,24 years,$ 38517.54,College_Graduated,0,I,0,1,0,710
25690,F,32 years,$ 50822.01,College_Graduated,0,I,0,1,0,691
25691,M,21 years,$ 234581.82,College_Graduated,0,A,1,0,0,775
25692,F,27 years,$ 88349.28,College_Graduated,0,I,0,1,0,1888
25693,M,46 years,$ 340181.25,Individuals,0,I,0,1,0,5492
25694,M,56 years,$ 160155.9,Individuals,0,A,1,3,0,4035
25695,M,37 years,$ 109132.89,Individuals,0,A,1,2,0,1203
25696,M,52 years,$ 128456.25,Individuals,0,A,1,1,0,3898
25697,F,68 years,$ 87912.87,Individuals,0,I,0,2,0,4666
25698,F,52 years,$ 145181.61,Individuals,0,A,1,1,0,5554
25699,M,31 years,$ 106258.23,College_Graduated,0,I,0,1,0,1404
25700,F,23 years,$ 61639.11,College_Graduated,0,I,0,0,0,1509
25701,M,25 years,$ 68737.2,College_Graduated,0,I,0,1,0,1459
25702,F,49 years,$ 396831.93,Individuals,0,A,1,5,1,5190
25703,M,28 years,$ 110320.05,College_Graduated,0,I,0,1,0,1738
25704,F,61 years,$ 92018.55,Individuals,0,I,0,0,0,1472
25705,M,36 years,$ 241755.39,Individuals,0,A,1,2,0,1430
25706,M,56 years,$ 99311.34,Individuals,0,I,0,0,0,2119
25707,F,48 years,$ 124550.79,Individuals,1,A,1,5,0,3935
25708,M,23 years,$ 111459.75,College_Graduated,0,A,1,1,0,1512
25709,F,56 years,$ 125183.55,Individuals,0,A,1,2,0,5560
25710,M,47 years,$ 91008.57,Individuals,0,I,0,1,0,2799
25711,M,60 years,$ 130958.07,Individuals,0,A,1,2,0,1733
25712,F,31 years,$ 229431.57,College_Graduated,0,A,1,2,0,3064
25713,F,30 years,$ 117718.2,College_Graduated,0,A,1,2,0,3853
25714,F,48 years,$ 196346.13,Individuals,0,A,1,2,0,6092
25715,F,21 years,$ 91545.51,College_Graduated,0,A,1,1,0,725
25716,M,41 years,$ 168899.1,Individuals,1,A,1,5,0,3273
25717,F,49 years,$ 95413.11,Individuals,1,A,1,5,0,6544
25718,F,54 years,$ 70371.84,Individuals,0,A,1,1,0,773
25719,M,36 years,$ 209990.94,Individuals,0,A,1,2,0,5624
25720,F,25 years,$ 76925.46,College_Graduated,0,I,0,1,0,1133
25721,F,36 years,$ 411879.78,Individuals,0,I,0,1,0,4310
25722,F,51 years,$ 86768.01,Individuals,0,I,0,1,0,7053
25723,F,73 years,$ 53463.27,Individuals,0,I,0,1,0,3835
25724,M,28 years,$ 459917.76,College_Graduated,0,I,0,1,0,1738
25725,F,65 years,$ 126401.34,Individuals,0,I,1,2,0,655
25726,F,20 years,$ 205956.69,College_Graduated,0,I,0,1,0,369
25727,F,80 years,$ 83865.69,Individuals,0,I,0,0,0,4161
25728,F,50 years,$ 208407.33,Individuals,0,I,0,0,0,5659
25729,F,62 years,$ 470715.54,Individuals,1,A,1,2,0,7674
25730,M,46 years,$ 287542.08,Individuals,0,I,0,0,0,7387
25731,F,45 years,$ 68171.58,Individuals,0,I,0,0,0,5963
